WINDMILL-CASE-0001	windmill_29059_get_log_file_traversal	26c4ccfdfeab3785416b2409e033415d3c9d87d9	windmill_29059_get_log_file_traversal.diff
WINDMILL-CASE-0002	windmill_29059_get_log_file_fix	7a9ef140b512d8d4af21f90fad79619ce33cb3fd	windmill_29059_get_log_file_fix.diff
WINDMILL-CASE-0003	windmill_23696_folder_owner_sqli	36b51cb1d79374f970b060960847bc9effd095b3	windmill_23696_folder_owner_sqli.diff
WINDMILL-CASE-0004	windmill_23696_validate_owner_fix	f0fd1c5e1a0589fd6d2d229c27aa74010ff01c0c	windmill_23696_validate_owner_fix.diff
WINDMILL-CASE-0005	windmill_26964_slack_secret_exposure	429b5874c212ed7adb2d9f281dc104a86b0d624f	windmill_26964_slack_secret_exposure.diff
WINDMILL-CASE-0006	windmill_26964_strip_slack_secret_fix	8410b59a8f23d62c57e497d170449643b46595a0	windmill_26964_strip_slack_secret_fix.diff
WINDMILL-CASE-0007	windmill_p5cj_git_ssrf_incomplete	f5fc9f8485d2ec3e20f8b451305195446b90e5a3	windmill_p5cj_git_ssrf_incomplete.diff
WINDMILL-CASE-0008	windmill_p5cj_git_ssrf_fix	360e783b1d8d14b9d8b15a80c59fa2b5b30450f6	windmill_p5cj_git_ssrf_fix.diff
